	sequences per sample	iteration	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc23	515rcbc16	515rcbc29	515rcbc9	515rcbc14	515rcbc19	515rcbc28	515rcbc10	515rcbc8	515rcbc25	515rcbc36	515rcbc32
alpha_rarefaction_51955_4.txt	51955	4	3193.52861035	3961.0	3319.6875	3776.00243902	4149.4964539	3589.65811966	3442.9742268	3652.54142012	3661.07346939	3984.21212121	4024.37157107	3720.68486352	3881.38461538	3544.36650485	3091.7254902	3748.78125	4223.14953271	4387.72766885	3805.24310777	3513.01578947	4347.44468547	3882.59855769	3833.72463768	n/a	3503.3622291	n/a	3580.8018018
alpha_rarefaction_51955_5.txt	51955	5	3348.87790698	3852.34615385	3469.12068966	3859.0141844	3988.26636569	3666.30027548	3542.67521368	3590.23076923	3708.70454545	4008.375	3850.08510638	3534.18403548	3902.98915401	3420.7947494	3085.47107438	3885.01408451	4223.21969697	4330.4924406	3730.03778338	3611.92857143	4399.12446352	3853.44705882	3939.5026455	n/a	3335.06478873	n/a	3586.08381503
alpha_rarefaction_51955_6.txt	51955	6	3455.03592814	3862.00228311	3527.38154613	3767.54225352	4160.63285024	3509.5	3461.35770235	3777.74772036	3680.2195122	4076.90126582	3895.88943489	3678.12557078	4102.02830189	3524.54094293	3099.0	3857.0	4133.13181818	4294.03333333	3776.96675192	3584.24489796	4349.28476821	3880.24193548	3829.01366743	n/a	3463.30526316	n/a	3388.89769821
alpha_rarefaction_51955_7.txt	51955	7	3355.96449704	3866.46357616	3488.77906977	3792.47738693	4089.33561644	3516.5026455	3624.08383234	3728.16666667	3727.80208333	3965.89858491	3943.55361596	3718.34855769	3991.70257611	3575.0080429	3035.30213904	3795.16055046	4096.28708134	4145.37790698	3737.0	3564.00771208	4290.35257732	3832.03333333	3943.85786802	n/a	3367.65730337	n/a	3346.3655914
alpha_rarefaction_51955_8.txt	51955	8	3274.66956522	4044.10623557	3420.10368664	3768.72707424	4249.61097852	3603.90140845	3662.81818182	3478.05691057	3638.08661417	3944.30232558	4008.66990291	3693.12850467	3990.04719101	3593.07446809	3074.30470914	3841.44289044	4192.07572383	4199.00649351	3753.18705036	3536.38904899	4407.15972222	3953.88941176	3860.27951807	n/a	3328.7	n/a	3377.34351145
alpha_rarefaction_51955_9.txt	51955	9	3335.79525223	4028.8	3496.37837838	3823.18660287	4201.44819277	3451.5758427	3543.65909091	3594.68376068	3719.40210526	4044.34422111	3902.11778846	3689.01388889	3993.04635762	3494.05263158	3051.31351351	3779.57075472	4351.52314815	4440.52277657	3740.11363636	3661.50558659	4368.07349666	3990.78605769	3808.90865385	n/a	3429.18965517	n/a	3489.40425532
alpha_rarefaction_62344_0.txt	62344	0	3374.24661247	4058.01345291	n/a	4001.04988124	4257.28041237	3601.39205955	3730.8	3750.39130435	n/a	4264.33571429	4090.25238095	3823.03333333	4089.08533917	3586.56341463	n/a	4017.24305556	4361.95878525	4550.77824268	3857.5620438	3582.30357143	4483.22435897	3956.79828326	3965.00229885	n/a	3448.17322835	n/a	3443.94117647
alpha_rarefaction_62344_1.txt	62344	1	3482.02659574	4101.36853448	n/a	3949.93483146	4275.19026549	3648.25274725	3581.64213198	3734.85488127	n/a	4039.0	3997.04026846	3805.6744186	4020.84057971	3641.3625	n/a	3980.51708428	4376.50238095	4572.18383838	3874.19070905	3725.1408046	4559.96982759	4019.5334873	4089.3202934	n/a	3534.75766017	n/a	3598.55408971
alpha_rarefaction_62344_2.txt	62344	2	3369.07142857	4149.95138889	n/a	3975.31554524	4279.21627409	3702.5535248	3635.77179487	3748.375	n/a	4022.1108742	4107.6833713	3818.12614679	3993.28041237	3673.7160804	n/a	3949.09395973	4447.50666667	4485.08865979	3837.8705036	3823.16034985	4411.97	3905.86462882	4007.47540984	n/a	3564.87967914	n/a	3615.96978022
alpha_rarefaction_62344_3.txt	62344	3	3424.0026738	4216.46853147	n/a	3783.82721382	4203.39072848	3761.04663212	3636.68253968	3737.65885417	n/a	4094.92482916	4035.14864865	3837.4362851	4087.83628319	3618.8705036	n/a	3969.81069042	4153.11320755	4743.43370787	3864.08888889	3871.63583815	4393.04397706	4029.08219178	4029.80504587	n/a	3480.71720117	n/a	3555.56756757
alpha_rarefaction_62344_4.txt	62344	4	3509.82465753	4054.0470852	n/a	3775.94666667	4254.31941545	3617.09160305	3623.55813953	3647.4351145	n/a	4206.7970297	4041.70588235	3902.48165138	3941.26153846	3608.41204819	n/a	3903.94680851	4238.89411765	4730.45295405	3823.67933492	3641.07629428	4443.33797217	3943.25369979	4094.80190931	n/a	3587.77873563	n/a	3455.15403423
alpha_rarefaction_62344_5.txt	62344	5	3533.79310345	4164.10961969	n/a	3855.42324561	4184.82352941	3655.31331593	3707.04201681	3713.67108753	n/a	4181.64864865	4079.31121281	3936.12249443	4042.03601695	3606.38221154	n/a	3962.78899083	4410.67873303	4633.92025862	3891.07	3769.76737968	4399.84285714	4087.08353222	3876.33333333	n/a	3465.14322917	n/a	3656.15789474
alpha_rarefaction_62344_6.txt	62344	6	3424.90697674	4086.80597015	n/a	3863.12173913	4213.46052632	3673.32266667	3683.52685422	3889.79665738	n/a	4013.59453782	4228.88946015	3670.1686747	4142.17105263	3623.13875598	n/a	4031.0	4371.13211845	4652.78555799	3873.22141119	3537.60301508	4544.26865672	3922.93119266	4122.10075567	n/a	3549.16138329	n/a	3690.17344173
alpha_rarefaction_62344_7.txt	62344	7	3371.93103448	4213.14018692	n/a	3949.13126492	4331.03678161	3741.97058824	3595.54145078	3764.73890339	n/a	4120.1686747	4032.12702079	3826.65726681	4219.9103139	3592.40963855	n/a	3951.20390456	4366.76572668	4424.85127202	3875.06879607	3807.34097421	4542.52489627	3820.81637168	4205.62135922	n/a	3565.75277778	n/a	3532.22413793
