	sequences per sample	iteration	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc9	515rcbc28	515rcbc23	515rcbc16	515rcbc19	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36	515rcbc32
alpha_rarefaction_19755_1.txt	19755	1	4688.125	6115.56521739	4906.6802444	5243.80851064	5644.43137255	5795.09896907	4823.50228311	5132.48024948	5269.90178571	5445.99031008	5018.96616541	4863.7	5253.51260504	4765.1838843	4530.60592255	4557.88818565	5063.81983806	4953.91715976	4942.58653846	5581.71604938	5564.57933579	5283.05099778	5029.03282276	4578.47672253	4490.09722222	3831.73535792	4298.58564815
alpha_rarefaction_19755_2.txt	19755	2	4989.74352941	6067.04268293	4977.12371134	5196.51089109	5275.52066116	5414.01008065	4972.57792208	5060.90506329	5162.25543478	5446.62580645	5272.4518664	4680.80603448	5103.93320236	4693.25204918	4440.92576419	4824.48490946	4983.0019685	4908.39679359	5210.94653465	5674.21317158	5933.83653846	4986.09533898	4517.93686354	4672.79038462	4602.00222222	3778.0237581	4192.49006623
alpha_rarefaction_19755_3.txt	19755	3	4732.04988124	6057.43855932	5075.53232759	5153.41941748	5208.63692946	5581.05894737	4704.85263158	5201.07592191	4965.86986301	5225.59448819	5635.1969697	4831.21276596	4962.8373494	4834.18383838	4400.42889908	4785.68828452	5074.84158416	4949.01915709	5442.0020202	5657.5819398	5999.77799607	4837.44488189	4835.5	4802.62321792	4220.83116883	3763.66090713	4194.05442177
alpha_rarefaction_19755_4.txt	19755	4	4612.91533181	5814.36206897	4789.71161826	4969.59537572	5306.76595745	5519.60594796	4737.61706783	5110.67849687	5304.14132379	5298.82669323	5331.50625	4676.95974576	5374.43478261	4930.93894737	4521.54415274	4807.73417722	5146.17729084	5105.06047516	5295.35112936	5766.81902985	6142.89765458	4897.70678337	4723.81528662	4567.52102377	4474.78139535	3731.53524229	4323.55847255
alpha_rarefaction_19755_5.txt	19755	5	4803.04845815	5909.39495798	4855.66666667	5141.71785029	5244.08723404	5458.3777336	4855.64782609	5197.88594705	5179.11713287	5294.05645161	5485.07128713	5032.48267898	4853.2096475	4890.50609756	4314.1875	4688.28458498	5227.25321888	5066.06614786	4980.61538462	6082.86153846	5668.65363128	5003.52202643	4899.52494577	4677.04752066	4607.55048077	4039.16511628	4196.25657895
alpha_rarefaction_19755_6.txt	19755	6	4779.12643678	5955.44787645	4980.74840085	4989.11153119	5202.50404858	5687.09355509	4874.64666667	5250.63580247	5391.15267176	5436.74390244	5249.82191781	4776.45733042	5201.98418972	4837.97575758	4397.88864143	4719.60085837	5093.19402985	5154.46357616	5264.64489796	5833.72222222	5696.02868069	4772.51829268	4818.76219512	4465.07142857	4265.81944444	3704.92948718	4353.02380952
alpha_rarefaction_19755_7.txt	19755	7	4812.02320186	5870.88930582	4779.95092025	5352.00198413	5312.75	5855.77440347	4819.10158014	4918.14750542	4993.53516295	5482.60362173	5137.15283019	4923.70344828	5060.27884615	5050.16993464	4374.05681818	4482.97727273	5292.75104603	5160.1872428	5094.006	5926.7166065	6148.57873211	4811.75876289	4892.17371938	4668.06138614	4243.41115702	3772.75982533	4543.18978102
alpha_rarefaction_19755_8.txt	19755	8	4691.08510638	5892.71616541	4888.40862423	5042.7679558	5272.52066116	5617.83924843	5319.11694511	4950.70247934	4986.8147482	5642.08523909	5519.86956522	4865.03340757	4880.19548872	5005.31983806	4410.48214286	4648.87234043	5244.80942184	4995.35257732	5044.417603	5639.30481283	5964.37159533	4918.79912664	4697.55364807	4718.13069307	4491.89102564	3614.82926829	4277.48291572
alpha_rarefaction_19755_9.txt	19755	9	4673.78489703	6255.5746888	4849.05776892	5161.38508065	5187.36619718	6165.49019608	4779.78876404	5034.01324503	5161.36944938	5321.052	5569.19491525	4762.07484407	5127.07228916	4736.875	4265.71527778	4766.24547284	5327.30490405	4704.70114943	5158.34608031	5470.27322404	5748.14337568	5180.65789474	4848.66815145	4669.56603774	4357.56415929	3752.56768559	4185.7016317
alpha_rarefaction_23704_0.txt	23704	0	4775.49382716	6619.32706767	5201.44444444	5585.06792453	5858.19556452	5871.89292543	5492.63973799	5693.07258065	5409.67676768	6033.37142857	5785.02075472	5129.07602339	5389.04869565	4967.05235602	4522.77079108	5036.50198413	5377.92238267	5597.79811321	5759.14913958	6345.3015873	6336.61202186	5181.47151277	5004.95481336	4773.40651801	4406.87134503	3980.40794979	4576.59410431
