	sequences per sample	iteration	515rcbc21	515rcbc17	515rcbc34	515rcbc33	515rcbc31	515rcbc15	515rcbc26	515rcbc22	515rcbc37	515rcbc24	515rcbc18	515rcbc35	515rcbc11	515rcbc27	515rcbc13	515rcbc9	515rcbc28	515rcbc23	515rcbc16	515rcbc19	515rcbc29	515rcbc14	515rcbc10	515rcbc8	515rcbc25	515rcbc36	515rcbc32
alpha_rarefaction_23704_3.txt	23704	3	218.0347	239.12475	223.37117	220.28013	223.60828	232.11296	223.56822	225.75829	233.04226	232.95499	229.20354	210.50472	221.45202	222.70321	216.61669	219.88287	225.23518	221.8917	219.33313	244.17226	241.84449	227.27428	212.19248	213.88866	200.76794	187.13028	201.52066
alpha_rarefaction_23704_4.txt	23704	4	222.85061	243.8097	220.55206	221.09066	218.06897	234.59948	220.80401	231.79061	230.47841	229.70518	228.42903	216.85652	221.3437	220.01499	215.72876	217.8504	225.83003	221.65717	218.95821	245.89808	241.28754	224.57273	209.92827	214.45107	201.1779	187.66338	202.19569
alpha_rarefaction_23704_5.txt	23704	5	216.80536	241.00398	225.28044	225.41219	217.43698	238.85208	223.33025	229.17074	226.69319	228.58912	233.23719	216.93535	224.08823	220.80795	212.53441	220.63823	228.00739	224.89098	222.03288	240.79497	240.78423	227.59329	207.95865	216.8413	196.15088	185.4231	197.7554
alpha_rarefaction_23704_6.txt	23704	6	216.81675	241.12476	223.68549	222.70237	219.72382	236.48021	219.50652	229.58049	228.3746	226.41821	235.11482	214.94365	220.78487	219.46274	218.5083	214.50494	225.28037	223.03327	216.55914	237.97727	237.98544	225.22363	209.44178	214.18836	199.28464	185.65282	198.46656
alpha_rarefaction_23704_7.txt	23704	7	221.81599	241.36076	221.10471	220.59916	220.98624	233.47791	219.14492	225.58422	235.52091	230.73404	232.62845	213.65078	220.93673	219.0537	212.41649	215.94706	224.21018	226.9177	218.83664	244.95557	237.42053	223.44347	208.52013	217.19551	198.00842	186.59844	204.84372
alpha_rarefaction_23704_8.txt	23704	8	223.90356	233.63075	222.80102	225.88414	220.71564	233.13332	221.12994	229.33884	233.74144	232.47179	230.33948	212.87181	222.64229	219.18714	213.30315	217.91979	227.45571	220.57336	217.19745	243.05588	239.11121	228.90139	212.15352	215.56064	196.7974	189.39064	200.64972
alpha_rarefaction_23704_9.txt	23704	9	219.75469	238.65759	221.94246	219.80229	221.1707	236.9619	220.14922	230.35072	233.88112	230.82326	228.41776	213.98645	220.33889	221.44179	216.60593	219.91392	226.87026	221.59586	216.97951	243.4485	243.09277	225.55315	212.56849	218.24711	198.54289	187.46747	199.94203
alpha_rarefaction_27653_0.txt	27653	0	231.15709	256.72817	234.24897	235.17462	229.94206	246.51464	233.34492	240.48023	242.8787	240.37125	247.76004	222.80738	235.29317	230.50097	225.52005	229.71412	236.84088	235.69905	231.02113	251.95551	249.64693	237.54784	213.71712	223.86733	208.27154	196.16936	208.24121
alpha_rarefaction_27653_1.txt	27653	1	228.78279	251.64137	234.63328	233.45369	227.28785	246.51615	230.13114	240.81836	243.91608	237.46793	247.30674	223.27667	231.7126	229.32689	226.19926	226.21922	239.51402	237.62745	233.4193	250.85785	251.88301	234.33629	219.44635	225.19944	210.42195	194.75027	210.70806
alpha_rarefaction_27653_2.txt	27653	2	231.71908	256.55598	233.08201	235.06522	231.43536	246.65765	235.24021	238.41734	243.23594	244.18745	243.07731	223.59645	233.43945	232.53936	221.77452	231.34776	234.41937	237.65269	231.70522	253.4907	250.75041	236.4939	217.00509	226.23013	206.76636	195.50494	209.11286
